Date,Equity
2020-01-02,1000.0
2020-01-03,1000.0
2020-01-06,1000.0
2020-01-07,1000.0
2020-01-08,999.7001499250375
2020-01-09,1004.459883153386
2020-01-10,1001.119704954338
2020-01-13,1003.5413325559329
2020-01-14,1001.2867170497203
2020-01-15,1002.4064379312083
2020-01-16,1012.2215138385939
2020-01-17,1026.24030704312
2020-01-21,1023.6902241086079
2020-01-22,1021.780320871956
2020-01-23,1020.7891136180524
2020-01-24,1009.8772803107106
2020-01-27,999.5359391219431
2020-01-28,1009.5152840890646
2020-01-29,994.8572529123912
2020-01-30,998.8577574008264
2020-01-31,977.0705821307172
2020-02-03,983.4108470301726
2020-02-04,1001.1208772520779
2020-02-05,1008.7619361474982
2020-02-06,1007.6308030669696
2020-02-07,997.5622295695489
2020-02-10,1007.3529276945491
2020-02-11,1010.1029738283542
2020-02-12,1016.7236349048858
2020-02-13,1020.7606796253965
2020-02-14,1018.7538845262559
2020-02-18,1045.3097608928692
2020-02-19,1078.7352124483684
2020-02-20,1067.3547164167248
2020-02-21,1063.3956939502657
2020-02-24,1003.8546195351313
2020-02-25,986.3061197012419
2020-02-26,975.3719759936037
2020-02-27,923.1521766233061
2020-02-28,923.1521766233061
2020-03-02,923.1521766233061
2020-03-03,923.1521766233061
2020-03-04,923.1521766233061
2020-03-05,923.1521766233061
2020-03-06,923.1521766233061
2020-03-09,923.1521766233061
2020-03-10,923.1521766233061
2020-03-11,923.1521766233061
2020-03-12,923.1521766233061
2020-03-13,923.1521766233061
2020-03-16,923.1521766233061
2020-03-17,923.1521766233061
2020-03-18,923.1521766233061
2020-03-19,923.1521766233061
2020-03-20,923.1521766233061
2020-03-23,923.1521766233061
2020-03-24,923.1521766233061
2020-03-25,923.1521766233061
2020-03-26,923.1521766233061
2020-03-27,923.1521766233061
2020-03-30,923.1521766233061
2020-03-31,923.1521766233061
2020-04-01,923.1521766233061
2020-04-02,923.1521766233061
2020-04-03,923.1521766233061
2020-04-06,923.1521766233061
2020-04-07,923.1521766233061
2020-04-08,923.1521766233061
2020-04-09,923.1521766233061
2020-04-13,923.1521766233061
2020-04-14,923.1521766233061
2020-04-15,923.1521766233061
2020-04-16,923.1521766233061
2020-04-17,923.1521766233061
2020-04-20,922.8753693739438
2020-04-21,909.5128653808003
2020-04-22,909.5128653808003
2020-04-23,909.5128653808003
2020-04-24,909.5128653808003
2020-04-27,909.2401478799366
2020-04-28,905.7430247678063
2020-04-29,910.0838798234998
2020-04-30,906.305540043378
2020-05-01,900.4973810694052
2020-05-04,905.4275582130172
2020-05-05,908.453113191939
2020-05-06,913.4544539547096
2020-05-07,922.1977150891438
2020-05-08,931.6201732752609
2020-05-11,944.1175314325321
2020-05-12,931.1262268292987
2020-05-13,930.014841414888
2020-05-14,942.3887779816217
2020-05-15,965.1235078383187
2020-05-18,977.9419985708166
2020-05-19,980.6711762245682
2020-05-20,988.7969038146223
2020-05-21,979.1770183716105
2020-05-22,991.575591968486
2020-05-26,976.0169325919868
2020-05-27,971.215671604653
2020-05-28,970.2617514960132
2020-05-29,979.951399383687
2020-06-01,978.2242338125345
2020-06-02,978.3680998235627
2020-06-03,978.3680998235627
2020-06-04,978.3680998235627
2020-06-05,978.3680998235627
2020-06-08,978.3680998235627
2020-06-09,978.3680998235627
2020-06-10,978.3680998235627
2020-06-11,978.3680998235627
2020-06-12,978.3680998235627
2020-06-15,978.3680998235627
2020-06-16,978.0747360754897
2020-06-17,977.8028556075504
2020-06-18,977.8805631759571
2020-06-19,976.7651426984228
2020-06-22,981.8427238667609
2020-06-23,985.4929395066156
2020-06-24,977.449685294995
2020-06-25,982.38805609211
2020-06-26,977.231563985458
2020-06-29,986.9805452786798
2020-06-30,1000.2086163838728
2020-07-01,1000.0946873272648
2020-07-02,999.1832114121448
2020-07-06,1003.2088737655121
2020-07-07,1001.4239079457539
2020-07-08,1003.0185304186028
2020-07-09,1003.0185304186028
2020-07-10,1003.0185304186028
2020-07-13,1003.0185304186028
2020-07-14,1003.0185304186028
2020-07-15,1002.717775237068
2020-07-16,996.5480438868756
2020-07-17,996.5480438868756
2020-07-20,996.5480438868756
2020-07-21,996.5480438868756
2020-07-22,996.5480438868756
2020-07-23,996.5480438868756
2020-07-24,996.5480438868756
2020-07-27,996.5480438868756
2020-07-28,996.5480438868756
2020-07-29,996.2492288812123
2020-07-30,994.7066449851736
2020-07-31,987.1755929209911
2020-08-03,994.3760902079987
2020-08-04,994.6415914161018
2020-08-05,993.7850610626233
2020-08-06,995.022002372146
2020-08-07,991.4579941034556
2020-08-10,990.2625626676411
2020-08-11,986.0822386283436
2020-08-12,990.8365910647175
2020-08-13,999.2188323990242
2020-08-14,1002.2071275680732
2020-08-17,1027.9499014990263
2020-08-18,1042.5763748732968
2020-08-19,1037.9638507022576
2020-08-20,1060.397328473227
2020-08-21,1076.2189452950101
2020-08-24,1075.6109938086593
2020-08-25,1077.424053743484
2020-08-26,1102.5221931319936
2020-08-27,1105.8891269762487
2020-08-28,1102.0987026776006
2020-08-31,1154.5680373615203
2020-09-01,1159.5784474660534
2020-09-02,1134.145933322309
2020-09-03,1057.3315561779423
2020-09-04,1064.8212699937128
2020-09-08,981.566686592635
2020-09-09,1012.3152082171581
2020-09-10,1008.3153686287127
2020-09-11,1006.5105677520565
2020-09-14,1037.8181308238748
2020-09-15,1054.5419126584031
2020-09-16,1044.3344199560129
2020-09-17,1030.6957715716428
2020-09-18,1036.484022768446
2020-09-21,1045.697987113289
2020-09-22,1033.9316240315954
2020-09-23,1001.779106660302
2020-09-24,1009.1286188722964
2020-09-25,1036.7523219976981
2020-09-28,1049.507496216388
2020-09-29,1054.5068947057644
2020-09-30,1069.7607030784684
2020-10-01,1082.6019110364548
2020-10-02,1038.6347693073415
2020-10-05,1071.674599919468
2020-10-06,1069.7207760492938
2020-10-07,1086.578507137441
2020-10-08,1080.3721252928026
2020-10-09,1075.6681856319337
2020-10-12,1104.3403704425934
2020-10-13,1105.7175679309694
2020-10-14,1096.2476404183622
2020-10-15,1087.8424391854517
2020-10-16,1078.1877007965832
2020-10-19,1059.0763368685707
2020-10-20,1068.0761374836457
2020-10-21,1060.72090659522
2020-10-22,1050.1001707593473
2020-10-23,1057.753220047688
2020-10-26,1037.5102997179263
2020-10-27,1051.140207562608
2020-10-28,1006.515102168482
2020-10-29,1008.6271977884388
2020-10-30,985.619317797422
2020-11-02,991.7825025748823
2020-11-03,1003.3428264364204
2020-11-04,1001.8996270290197
2020-11-05,1010.0571003424876
2020-11-06,1002.3338492187888
2020-11-09,994.0887538683047
2020-11-10,983.7468132759765
2020-11-11,990.1702097164259
2020-11-12,984.7761095122859
2020-11-13,980.106438483722
2020-11-16,979.5191149788025
2020-11-17,1027.5342048993534
2020-11-18,1092.0365154019598
2020-11-19,1109.8291314133353
2020-11-20,1092.1388658439982
2020-11-23,1151.1796011497192
2020-11-24,1212.5827438081337
2020-11-25,1246.6813497760406
2020-11-27,1267.4584817967414
2020-11-30,1256.4002779682
2020-12-01,1279.3440303279174
2020-12-02,1258.0315192327885
2020-12-03,1290.8693998615674
2020-12-04,1297.6784403302868
2020-12-07,1336.2128502278413
2020-12-08,1338.9606723902175
2020-12-09,1291.6815445879713
2020-12-10,1312.331062634295
2020-12-11,1297.142509882325
2020-12-14,1326.4713988976155
2020-12-15,1322.0158026290649
2020-12-16,1311.470597780911
2020-12-17,1340.087034625663
2020-12-18,1369.8453003260981
2020-12-21,1334.8216337783053
2020-12-22,1325.9174022431794
2020-12-23,1323.6213906383673
2020-12-24,1329.885568883853
2020-12-28,1328.6710666730003
2020-12-29,1331.279339570626
2020-12-30,1358.0970555664292
2020-12-31,1365.3614690237673
